0.193731,-0.083028,0.137168,-0.194843,0.087448,-0.266758,-0.180784,0.030846,-0.013323,0.212708,0.000000
0.012585,0.286158,-0.037856,-0.094150,0.033453,-0.012943,-0.084352,0.093714,-0.023462,-0.040105,0.000000
0.235419,-0.124075,-0.112720,0.163951,-0.045362,-0.029009,-0.014900,-0.088790,0.047669,-0.075187,0.000000
0.292201,0.021256,-0.124365,-0.176048,-0.162960,0.161914,-0.127863,0.148993,0.326802,-0.096610,0.000000
0.300450,-0.165484,-0.056820,0.055791,-0.049072,-0.139575,-0.049272,-0.063196,-0.041084,-0.027289,0.000000
-0.204575,-0.168590,-0.023321,0.090262,0.133928,0.019176,-0.063931,0.128451,0.104011,-0.004109,0.053720
0.030872,-0.113837,0.097440,0.052452,-0.128929,0.021158,0.016340,0.127370,-0.030490,-0.017371,0.000000
0.100821,-0.094107,0.211183,0.104218,0.041475,-0.196824,-0.267164,-0.178923,-0.191352,0.070227,0.000000
-0.147245,-0.018475,-0.047658,-0.073890,-0.040244,-0.101832,0.062749,0.097021,-0.054572,-0.192596,0.000000
0.027027,0.196141,0.185559,-0.068791,0.125025,-0.013499,-0.021139,0.046014,0.127007,-0.123410,0.000000
-0.036148,0.135709,-0.134497,0.101684,-0.019164,0.048104,-0.005974,0.107626,-0.120691,0.025270,0.000000
-0.194121,-0.150038,-0.056935,0.089332,0.119560,0.180434,-0.011371,0.051920,0.097554,-0.192162,0.000000
-0.116416,0.031376,-0.122797,0.174896,0.057162,0.149709,-0.004433,-0.166616,0.050115,0.034064,0.000000
-0.020910,-0.113121,0.113490,0.023009,-0.126123,0.085848,0.154196,0.035018,0.020347,0.084934,0.000000
-0.016779,-0.019626,0.199559,-0.029558,0.125193,0.165094,0.080604,-0.055752,0.029674,-0.042495,0.000000
-0.078840,-0.161712,0.105433,0.029253,-0.051072,0.022910,0.059005,0.123649,-0.148551,-0.140420,0.000000
-0.177476,-0.102643,-0.052730,-0.013568,-0.056214,-0.067926,0.019847,-0.161593,0.068038,-0.016136,0.000000
0.071528,0.097539,0.118335,-0.157500,0.086335,-0.075078,-0.148011,0.106514,0.013166,-0.034367,0.000000
0.175020,-0.039147,-0.028657,-0.144275,-0.156428,-0.062602,-0.022074,0.077079,0.190065,-0.027821,0.000000
-0.320184,0.205663,-0.192363,-0.122816,0.003408,-0.272055,0.069663,-0.111374,-0.074000,0.020043,0.000000
-0.003805,-0.058376,0.127493,0.091447,-0.129654,-0.079032,0.038179,-0.159023,0.002057,-0.031626,0.000000
-0.121803,-0.086901,0.010871,0.015186,-0.085490,0.031503,0.082991,-0.018581,0.103835,-0.009865,0.000000
0.082754,-0.164412,0.031407,-0.045065,-0.272198,0.003313,-0.022318,0.052124,0.135047,0.046927,0.000000
0.180310,0.094549,-0.025798,0.091713,0.054719,0.107398,-0.265605,-0.038580,-0.024721,0.030248,0.000000
-0.144658,0.184967,-0.076616,-0.144097,0.016059,0.072200,-0.005888,-0.036016,-0.086248,-0.165526,0.000000
-0.127893,-0.139804,0.066789,0.061360,-0.081171,-0.080921,0.018851,0.158860,-0.262691,-0.143354,0.000000
0.234793,-0.016539,-0.154098,0.111880,-0.075016,-0.073857,0.107178,-0.064717,-0.133642,-0.177572,0.000000
0.189307,-0.180422,-0.239912,0.133218,0.144024,0.024959,0.193730,-0.124744,-0.067129,-0.054599,0.000000
-0.052636,0.074386,-0.123597,0.004745,0.075283,0.177682,-0.058743,0.000366,-0.082909,0.161553,0.000000
-0.017062,-0.082223,0.047378,0.069115,-0.029784,0.193424,-0.050017,-0.053624,-0.070108,0.231210,0.000000
-0.007867,0.106486,0.021635,0.008010,0.045856,0.278168,-0.230550,-0.012542,-0.014134,-0.024731,0.000000
0.148640,0.038593,-0.014980,0.032221,-0.057145,0.033633,0.141449,0.044096,0.055293,-0.092323,0.000000
0.372958,-0.206702,-0.168376,-0.054229,0.147072,-0.153186,0.280163,0.076363,-0.087288,0.035738,0.000000
