-2.180171,-0.174220,-2.778372,0.493600,0.684870,-1.452025,0.191689,-0.368061,-0.079074,0.209300,0.105010
-0.645899,-1.013565,-0.632482,-0.840766,0.380610,-1.218501,-0.620694,0.298673,-0.343592,0.111032,0.039979
-1.701175,-0.572439,-1.136890,-0.739990,-0.208145,-0.983494,-0.606455,0.046655,0.016760,-0.072146,-0.031769
3.268614,0.205513,0.514818,1.034081,-0.716469,-1.146619,-1.654031,-0.133958,-0.506487,0.364420,-0.131790
-0.529841,-2.617761,2.704401,1.429543,-0.490048,-0.481100,-0.406903,0.073361,-0.828140,-0.396519,-0.142600
5.989978,0.763451,-0.053299,-0.373969,-0.198518,0.158343,0.025622,0.119785,0.286397,-0.814836,-0.145250
-2.859607,6.779713,2.886642,-0.303743,1.645520,-0.866749,0.813179,-0.572764,-0.024849,0.343421,-0.031125
-1.685284,-0.269794,-1.236254,-0.816554,-0.181648,-0.963119,0.242406,-0.195073,-0.436604,-0.068310,-0.002656
-1.801841,-1.264616,-1.212833,0.086041,1.037606,-1.245524,-0.367076,0.239468,-0.192840,-0.491932,0.076598
-3.054599,-1.489110,-1.860022,-0.275797,0.794055,-0.124912,0.264449,-0.477183,-0.552520,-0.443305,0.274740
-1.826319,-0.568591,-2.139634,-0.110311,0.616720,-1.423085,0.406340,0.018169,0.499987,-0.319289,0.177210
3.688914,-0.038768,-0.070649,1.171334,0.297898,-0.285351,-0.686967,-0.273661,-0.654309,-0.305922,-0.033815
-2.836092,0.101130,-2.032803,1.289425,0.467897,-1.054137,-0.374143,-0.483960,-0.747988,0.405855,0.136770
-2.823054,6.735109,3.308426,-0.110364,1.932589,-0.753909,0.905415,-0.863248,0.213948,0.507182,-0.027996
-3.148523,0.664831,-0.856166,-0.788908,-0.963982,-0.232618,-0.718407,-0.125724,-0.453121,0.215491,0.100850
-2.172210,-2.471035,1.096861,-0.766199,0.801840,0.889400,-0.689578,-0.593541,-0.411563,-0.143364,0.212770
-1.333522,-0.908259,-1.900780,0.713850,1.129007,-1.461367,0.206539,0.067236,0.160096,-0.207899,0.063212
-3.106596,0.284845,-1.728579,-0.725511,-0.481791,-0.341808,0.037968,0.033042,-0.222419,0.150687,0.235330
-1.949356,-2.432257,1.242758,-0.084016,0.648724,1.154665,-1.078685,0.684268,-0.230721,-0.242972,0.093836
-1.286357,0.081547,-1.460426,-0.546201,-0.384817,-1.656079,-0.035577,-0.787868,-0.567061,0.763997,0.073809
-3.923401,2.059180,-1.735850,0.432371,-1.182239,0.887546,-0.034923,0.882002,-0.464182,0.487423,0.297110
-2.401963,7.336869,3.450638,-0.620505,2.042802,-1.179685,0.676298,-0.996206,-0.011524,0.517708,-0.189100
-3.623893,3.808147,-0.698931,0.034660,-1.591033,1.114979,-0.361511,1.789992,-0.145722,1.094497,0.214040
3.332542,-0.008021,-0.285306,1.659168,0.873686,-0.832884,-0.721775,1.066914,-0.848192,0.111410,0.002240
-0.204295,-1.126873,1.055514,-1.477345,0.142032,-1.432760,-1.352568,0.562993,-0.323757,-0.423797,-0.051037
-3.657121,1.754269,-2.240720,0.231164,-1.545535,0.478356,0.080853,0.411149,0.125399,0.362946,0.189840
-2.165024,-3.687797,3.415168,1.917375,-0.282988,-0.351508,0.094395,-0.173046,-1.565921,-0.465763,-0.037670
-3.576449,4.654755,0.566409,-0.090535,-0.464463,-0.130829,-0.254167,1.159442,-0.037095,0.331314,-0.005532
-0.661276,-0.568170,2.306451,-2.051498,-0.162242,-0.578065,-1.914403,0.971881,-0.439461,-0.400401,-0.077980
-4.290004,3.521334,-0.732115,0.130816,-1.186121,1.152852,-0.456489,1.301739,-0.659289,0.332592,0.060420
-3.421838,3.086449,1.465683,-0.624469,-1.393534,-0.395009,-1.930638,0.491852,-1.280298,0.443927,-0.134240
-2.617732,-0.168679,-2.240248,0.674759,0.162041,-0.650283,-0.150892,-0.094994,-0.199343,0.190771,0.172490
-1.616500,-2.643395,2.186986,0.132982,0.548345,0.629157,-0.331958,0.633680,-0.859018,0.234976,-0.004024
-3.107687,7.693967,3.282923,0.427427,2.883014,-0.267314,1.398233,-0.812967,0.441085,-0.067550,0.004569
-1.545036,-1.687832,1.553440,-1.377565,1.186459,0.436626,-1.557796,1.344294,-0.486233,-0.615606,0.096911
4.276432,0.662780,-0.143368,-0.646733,-0.349815,-0.563875,-0.450104,0.180274,-1.119880,0.794366,-0.121300
-3.126199,-0.310611,-1.605175,0.462335,0.354838,-0.675692,-0.189217,-0.298379,-0.625143,-0.326930,0.075350
-4.100330,0.425868,-0.757487,0.033352,-0.546493,0.713452,-1.021218,0.106673,-1.212911,-0.296783,0.222580
-1.705941,-1.998109,1.461806,-0.082322,-0.033405,-0.174589,-1.564022,-0.202840,0.393971,0.349134,0.005732
-3.769692,0.052127,-1.636990,-0.776131,0.042791,0.014774,-0.135298,0.379647,-0.382087,-0.196808,0.243550
-4.391482,1.635334,-2.185852,1.046307,-0.695654,1.391865,0.108857,0.672949,-0.293600,-0.113585,0.297010
