4.629583,5.447661,5.553186,5.583166,5.538510,5.570629,5.534104,5.521726,5.245987,5.316470,5.328456,5.282061,5.292016,5.268522,5.219637,5.168799,5.005296,4.892399,4.925456
0.571211,0.996215,0.609955,1.131873,1.624227,1.689001,1.794017,1.929906,2.092886,1.933296,2.226964,2.348812,2.376419,2.597161,2.687703,2.553047,2.759688,2.661384,2.463649
2.512032,2.627387,2.739301,2.806795,2.982238,3.000006,3.161003,3.137308,3.163403,3.003226,3.103268,3.100204,3.044840,3.077015,3.128832,3.132366,3.092038,3.083495,3.154770
2.124138,2.415413,2.493350,2.567253,2.707264,2.719695,2.782465,2.852862,2.937221,2.841662,2.906602,2.857812,2.826177,2.848139,2.869756,2.854282,2.930052,2.891860,2.890342
1.329341,1.334708,1.455372,1.503588,1.662770,1.970249,1.936064,1.936631,2.076645,2.104014,2.098513,2.293707,2.302059,2.308112,2.308555,2.305157,2.316955,2.255112,2.369787
0.000051,2.065606,2.266375,2.271586,2.311604,2.338437,2.339723,2.363387,2.398089,2.442213,2.373579,2.406213,2.456369,2.459484,2.469419,2.312773,2.361228,2.356461,2.370586
6.946486,6.495223,5.917252,5.239706,5.050266,4.578687,4.456508,4.144264,3.872028,3.789287,3.631964,3.497901,3.340818,3.213300,3.097157,3.009370,2.946569,2.853219,2.794452
1.996886,2.329399,2.264293,2.244034,2.198777,2.222822,2.129030,2.117042,2.089738,2.101028,2.069319,2.071300,2.066483,2.046700,2.031741,2.024895,2.053965,2.078818,2.089709
0.567131,0.721346,0.403105,0.681201,0.883455,0.882718,0.934410,1.006368,1.057719,1.146449,1.062794,1.116140,1.036643,1.060181,1.079247,1.117109,1.098027,1.165443,1.218993
1.659780,1.672753,1.686839,1.703305,1.743127,1.771453,1.840521,1.850160,1.795719,1.743677,1.782952,1.788664,1.735741,1.727110,1.687845,1.689412,1.686895,1.706059,1.744482
1.478194,1.624271,1.620024,1.622883,1.701070,1.701935,1.720433,1.740769,1.766855,1.728261,1.775361,1.729542,1.732301,1.725274,1.748720,1.721589,1.721297,1.728848,1.709997
0.987724,1.028925,1.056165,1.059358,1.166075,1.282846,1.244553,1.354429,1.345024,1.342391,1.360476,1.443217,1.440578,1.456139,1.448969,1.439640,1.465741,1.423997,1.427196
0.000043,1.773335,1.975173,1.780868,1.878245,1.992403,1.956198,1.934878,1.971193,1.982725,1.975732,2.077284,2.081397,2.052847,2.046524,2.046249,2.046401,2.041477,2.016983
2.316481,2.235410,1.728515,1.578913,1.499435,1.481995,1.392961,1.357254,1.252200,1.275128,1.228492,1.216158,1.182019,1.233154,1.131031,1.272584,1.221586,1.163443,1.208896
