0.162125,-0.003728,-0.012485,-0.015262,-0.014582,-0.023156,-0.060867,-0.064867,-0.057314,-0.061967,-0.066778,-0.072621,-0.065328,-0.084023,-0.082680,-0.068112,-0.067257,-0.067277,-0.065944
0.983309,0.294299,0.294262,0.122849,0.107104,0.105017,0.082091,0.064452,0.062505,0.062161,0.062187,0.049858,0.045135,0.040265,0.038575,0.044525,0.039996,0.036883,0.039418
0.140865,0.113752,0.082760,0.077546,0.056467,0.050631,0.049718,0.048478,0.047703,0.048721,0.046391,0.042514,0.042625,0.041082,0.040975,0.038800,0.038515,0.037986,0.037496
0.159440,0.115784,0.097502,0.084783,0.080185,0.075623,0.066869,0.061350,0.058824,0.058058,0.054614,0.056138,0.055045,0.052585,0.051500,0.050368,0.045858,0.048168,0.047176
0.304046,0.295864,0.234169,0.220351,0.211350,0.158127,0.157043,0.156098,0.133348,0.128426,0.124392,0.109764,0.102302,0.110320,0.100958,0.101213,0.093525,0.092650,0.087883
0.999890,0.081976,0.067215,0.064127,0.061321,0.059221,0.055289,0.052203,0.052001,0.048936,0.049048,0.048072,0.046354,0.047023,0.044862,0.043539,0.043125,0.044519,0.043485
0.009351,0.008268,0.005722,0.007648,0.007099,0.004735,0.004335,0.005794,0.007518,0.009046,0.009387,0.010488,0.012208,0.013188,0.015546,0.015830,0.016730,0.018292,0.018783
0.241195,0.111188,0.109707,0.115093,0.117390,0.107707,0.106201,0.078098,0.075138,0.075457,0.077840,0.074367,0.075611,0.075089,0.074389,0.074451,0.075136,0.068789,0.065217
0.988377,0.491361,0.491347,0.299499,0.242384,0.230760,0.216040,0.199715,0.191868,0.172933,0.181245,0.167873,0.168122,0.166406,0.164267,0.154769,0.159085,0.155880,0.149871
0.247986,0.222075,0.182661,0.176125,0.151508,0.142683,0.135649,0.134320,0.132297,0.133582,0.130128,0.129127,0.129708,0.129163,0.129449,0.129093,0.127932,0.124083,0.124092
0.263214,0.211949,0.190072,0.171584,0.167510,0.158921,0.149593,0.140228,0.137795,0.138524,0.129862,0.135331,0.130043,0.128089,0.127475,0.125409,0.124981,0.125228,0.124624
0.395949,0.409378,0.358336,0.349310,0.336138,0.271302,0.274754,0.248147,0.246931,0.239961,0.235684,0.210277,0.205526,0.202353,0.200041,0.199768,0.194745,0.191285,0.184248
0.999901,0.106399,0.083974,0.091495,0.083476,0.078473,0.077160,0.075970,0.071948,0.069396,0.065641,0.062554,0.067902,0.068579,0.065925,0.064228,0.063777,0.062253,0.061732
0.145797,0.138268,0.149063,0.158839,0.173318,0.164414,0.191845,0.177561,0.199027,0.193848,0.212433,0.219332,0.213731,0.208940,0.215924,0.204806,0.196196,0.210740,0.191530
