4.629583,5.555682,5.536268,5.577712,5.522860,5.573533,5.562286,5.436404,5.430805,5.327220,5.368318,5.362329,5.252490,5.169918,5.178263,5.117302,5.174096,4.748209,4.896656
0.571211,0.996215,0.609855,1.115041,1.624044,1.688864,1.804033,1.928853,2.108049,2.045635,2.230597,2.332647,2.381676,2.259341,2.702050,2.641995,2.460006,2.717196,2.514193
2.512250,2.627402,2.739515,2.806795,2.982310,3.001744,3.164142,3.139639,3.027371,3.035659,3.085928,3.102953,3.049193,3.114736,3.025466,3.031103,3.089657,3.097020,3.167720
2.124095,2.415424,2.492652,2.567230,2.709761,2.719702,2.784421,2.862295,2.775158,2.772158,2.856129,2.858113,2.807541,2.875540,2.889741,2.910662,2.883604,2.928697,2.890278
1.329341,1.334708,1.455372,1.504210,1.663671,1.970348,1.936064,1.936548,2.077398,2.068069,2.098288,2.293573,2.300383,2.280829,2.293685,2.305336,2.372526,2.345554,2.363746
0.000051,2.075855,2.262515,2.258187,2.294928,2.310848,2.327920,2.393832,2.370609,2.353288,2.414405,2.485372,2.422672,2.500684,2.484989,2.458260,2.323712,2.551856,2.496957
6.040636,6.073556,5.684057,5.291322,4.707136,4.664493,4.432311,3.995676,3.872771,3.677561,3.649005,3.454913,3.352947,3.178849,2.979890,3.007854,2.903240,2.767100,2.813893
1.996886,2.328573,2.264050,2.251643,2.204705,2.225865,2.133761,2.135669,2.090707,2.092185,2.068827,2.065713,2.074424,2.041901,2.049951,2.040944,2.071347,2.043485,2.032314
0.567131,0.721402,0.403105,0.671739,0.884881,0.882718,0.932366,1.008996,1.063013,0.963962,1.045342,1.111774,1.121925,1.150631,1.094506,1.080229,1.118328,1.262828,1.200106
1.659899,1.673399,1.686727,1.702926,1.743197,1.770335,1.840409,1.849329,1.839180,1.745696,1.805822,1.791035,1.739862,1.725618,1.682473,1.693307,1.684775,1.717679,1.731110
1.478147,1.625181,1.620558,1.619454,1.700946,1.702219,1.720899,1.740586,1.802669,1.725521,1.729229,1.727142,1.738310,1.726298,1.757329,1.704699,1.725113,1.711150,1.718112
0.987724,1.028925,1.056165,1.059358,1.154683,1.282993,1.244497,1.355547,1.341052,1.344625,1.362917,1.444101,1.457602,1.440544,1.432404,1.442835,1.465664,1.428290,1.445976
0.000043,1.755457,1.862234,2.004762,1.855080,1.985262,2.009060,2.040488,2.043546,1.982436,2.040194,2.036852,2.001510,2.081195,2.091942,2.041239,2.022895,2.090597,2.071604
2.380635,2.229033,2.000148,1.883083,1.529885,1.501868,1.356531,1.416349,1.320682,1.255733,1.239235,1.200538,1.310571,1.207302,1.169201,1.154194,1.136200,1.169257,1.183781
